STRATA,CLUSTER,W,multi,multi3,s5,SEX,SCHOOL,br2,ca,sw,ze,fa,ve,mi,ni,wa,fr,sleep,str_d,M_SAD,esrcrd_r,ese_r,F_BR,br
2025_50,280.0,72.03170839841606,0.0,0.0,1.0,2.0,중학교,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,4.0,4.0,1.0
2025_50,280.0,72.03170839841606,0.0,0.0,1.0,2.0,중학교,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,8.0,1.0
2025_50,280.0,50.2447504033386,0.0,0.0,0.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0
2025_50,280.0,50.2447504033386,0.0,9.0,1.0,1.0,중학교,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0
2025_50,280.0,72.03170839841606,1.0,1.0,1.0,2.0,중학교,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0
2025_50,280.0,50.2447504033386,0.0,0.0,0.0,1.0,중학교,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,7.0,1.0
2025_50,280.0,50.2447504033386,1.0,1.0,1.0,1.0,중학교,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,1.0
2025_50,281.0,58.25457752211654,0.0,0.0,0.0,1.0,중학교,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,1.0
2025_50,281.0,63.84585770998561,0.0,0.0,1.0,2.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0
2025_50,281.0,58.25457752211654,0.0,9.0,,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,3.0,8.0,1.0
2025_50,281.0,63.84585770998561,0.0,0.0,0.0,2.0,중학교,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,8.0,1.0
2025_50,281.0,63.84585770998561,0.0,0.0,1.0,2.0,중학교,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,5.0,1.0
2025_50,281.0,58.25457752211654,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,7.0,1.0
2025_50,281.0,58.25457752211654,0.0,0.0,0.0,1.0,중학교,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0
2025_50,281.0,63.84585770998561,0.0,0.0,0.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,8.0,1.0
2025_50,281.0,58.25457752211654,0.0,0.0,0.0,1.0,중학교,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,8.0,1.0
2025_50,281.0,58.25457752211654,0.0,0.0,0.0,1.0,중학교,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,5.0,2.0,0.0
2025_50,281.0,63.84585770998561,0.0,0.0,0.0,2.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,8.0,1.0
2025_50,281.0,58.25457752211654,0.0,0.0,1.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,3.0,1.0
2025_50,281.0,63.84585770998561,0.0,0.0,0.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,8.0,1.0
2025_50,281.0,63.84585770998561,0.0,0.0,0.0,2.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
2025_50,281.0,58.25457752211654,0.0,0.0,0.0,1.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,8.0,1.0
2025_50,281.0,58.25457752211654,0.0,0.0,0.0,1.0,중학교,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0
2025_50,281.0,63.84585770998561,0.0,0.0,1.0,2.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,6.0,1.0
2025_50,281.0,58.25457752211654,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,3.0,8.0,1.0
2025_50,281.0,63.84585770998561,0.0,0.0,0.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,1.0
2025_50,281.0,58.25457752211654,0.0,0.0,1.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,0.0
2025_50,281.0,63.84585770998561,0.0,0.0,0.0,2.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,1.0,0.0
2025_50,281.0,58.25457752211654,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,1.0
2025_50,281.0,63.84585770998561,0.0,0.0,0.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,5.0,6.0,1.0
2025_50,281.0,63.84585770998561,0.0,0.0,1.0,2.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0
2025_50,281.0,63.84585770998561,0.0,0.0,0.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,4.0,1.0
2025_50,281.0,90.92004787497906,0.0,0.0,0.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,8.0,1.0
2025_50,281.0,62.39457563093192,0.0,0.0,1.0,1.0,중학교,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,8.0,1.0
2025_50,281.0,90.92004787497906,0.0,0.0,0.0,2.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,3.0,5.0,1.0
2025_50,281.0,90.92004787497906,0.0,0.0,0.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,8.0,1.0
2025_50,281.0,90.92004787497906,0.0,0.0,1.0,2.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0
2025_50,281.0,90.92004787497906,0.0,0.0,1.0,2.0,중학교,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0
2025_50,281.0,62.39457563093192,0.0,0.0,0.0,1.0,중학교,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0,1.0,0.0
2025_50,281.0,90.92004787497906,0.0,0.0,1.0,2.0,중학교,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,1.0
2025_50,281.0,62.39457563093192,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,3.0,8.0,1.0
2025_50,281.0,62.39457563093192,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,1.0
2025_50,281.0,62.39457563093192,0.0,0.0,1.0,1.0,중학교,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0
2025_50,281.0,90.92004787497906,0.0,0.0,0.0,2.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,1.0
2025_50,281.0,62.39457563093192,0.0,0.0,1.0,1.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,8.0,1.0
2025_50,281.0,62.39457563093192,0.0,0.0,0.0,1.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,4.0,8.0,1.0
2025_50,281.0,62.39457563093192,0.0,0.0,1.0,1.0,중학교,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,4.0,1.0
2025_50,281.0,62.39457563093192,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,8.0,1.0
2025_50,281.0,62.39457563093192,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,3.0,8.0,1.0
2025_50,281.0,90.92004787497906,0.0,0.0,0.0,2.0,중학교,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,8.0,1.0
2025_50,281.0,90.92004787497906,0.0,0.0,0.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,5.0,8.0,1.0
2025_50,281.0,62.39457563093192,0.0,0.0,0.0,1.0,중학교,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0
2025_50,281.0,90.92004787497906,0.0,0.0,0.0,2.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0
2025_50,281.0,62.39457563093192,0.0,0.0,1.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,1.0
2025_50,281.0,52.75698792350553,0.0,0.0,1.0,1.0,중학교,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,3.0,1.0
2025_50,281.0,75.63329381833685,0.0,0.0,0.0,2.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,4.0,1.0
2025_50,281.0,75.63329381833685,0.0,0.0,1.0,2.0,중학교,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,6.0,1.0
2025_50,281.0,52.75698792350553,0.0,0.0,0.0,1.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,1.0
2025_50,281.0,52.75698792350553,0.0,0.0,,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,7.0,1.0
2025_50,281.0,75.63329381833685,0.0,0.0,0.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,6.0,1.0
2025_50,281.0,52.75698792350553,0.0,9.0,,1.0,중학교,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0
2025_50,281.0,75.63329381833685,0.0,0.0,1.0,2.0,중학교,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0,1.0
2025_50,281.0,52.75698792350553,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,8.0,1.0
2025_50,281.0,52.75698792350553,0.0,0.0,1.0,1.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,1.0
2025_50,281.0,75.63329381833685,0.0,0.0,0.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,1.0
2025_50,281.0,52.75698792350553,0.0,0.0,1.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,6.0,1.0
2025_50,281.0,52.75698792350553,0.0,0.0,0.0,1.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,8.0,1.0
2025_50,281.0,52.75698792350553,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,7.0,1.0
2025_50,281.0,52.75698792350553,0.0,0.0,,1.0,중학교,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,4.0,5.0,1.0
2025_50,281.0,75.63329381833685,0.0,0.0,1.0,2.0,중학교,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,3.0,1.0
2025_50,281.0,52.75698792350553,0.0,0.0,1.0,1.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0
2025_50,281.0,75.63329381833685,0.0,0.0,0.0,2.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,4.0,7.0,1.0
2025_50,281.0,52.75698792350553,0.0,0.0,0.0,1.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,1.0
2025_50,281.0,75.63329381833685,1.0,1.0,1.0,2.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,6.0,1.0
2025_50,281.0,75.63329381833685,0.0,0.0,0.0,2.0,중학교,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,8.0,1.0
2025_50,281.0,52.75698792350553,0.0,0.0,0.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,3.0,1.0
2025_50,281.0,52.75698792350553,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,4.0,7.0,1.0
2025_50,281.0,52.75698792350553,0.0,0.0,1.0,1.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,5.0,8.0,1.0
2025_50,281.0,75.63329381833685,0.0,0.0,1.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,8.0,1.0
2025_50,282.0,22.100489207302704,0.0,0.0,0.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,8.0,1.0
2025_50,282.0,20.16504606534803,0.0,0.0,0.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0
2025_50,282.0,22.100489207302704,0.0,0.0,0.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,1.0
2025_50,282.0,20.16504606534803,0.0,0.0,0.0,1.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,4.0,8.0,1.0
2025_50,282.0,22.100489207302704,0.0,0.0,1.0,2.0,중학교,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0
2025_50,282.0,20.16504606534803,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,8.0,1.0
2025_50,282.0,20.16504606534803,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,5.0,5.0,1.0
2025_50,282.0,22.100489207302704,0.0,0.0,0.0,2.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,2.0,0.0
2025_50,282.0,20.16504606534803,0.0,0.0,0.0,1.0,중학교,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0
2025_50,282.0,20.16504606534803,0.0,0.0,1.0,1.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0
2025_50,282.0,22.100489207302704,0.0,0.0,0.0,2.0,중학교,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,6.0,1.0
2025_50,282.0,20.16504606534803,0.0,0.0,1.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
2025_50,282.0,22.100489207302704,0.0,0.0,1.0,2.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,8.0,1.0
2025_50,282.0,22.23438415492715,0.0,0.0,0.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,1.0
2025_50,282.0,22.23438415492715,0.0,0.0,,1.0,중학교,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,1.0
2025_50,282.0,32.3994714507598,0.0,0.0,1.0,2.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0
2025_50,282.0,22.23438415492715,0.0,0.0,1.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0
2025_50,282.0,22.23438415492715,0.0,0.0,1.0,1.0,중학교,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,6.0,1.0
2025_50,282.0,22.23438415492715,0.0,0.0,0.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0
2025_50,282.0,22.23438415492715,0.0,0.0,0.0,1.0,중학교,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,7.0,1.0
2025_50,282.0,32.3994714507598,0.0,0.0,0.0,2.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0
2025_50,282.0,22.23438415492715,0.0,0.0,1.0,1.0,중학교,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,1.0
2025_50,282.0,32.3994714507598,0.0,0.0,1.0,2.0,중학교,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0
2025_50,282.0,22.23438415492715,0.0,0.0,,1.0,중학교,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,4.0,6.0,1.0
2025_50,282.0,22.23438415492715,0.0,0.0,1.0,1.0,중학교,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,6.0,1.0
2025_50,282.0,32.3994714507598,0.0,0.0,1.0,2.0,중학교,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0
2025_50,282.0,32.3994714507598,1.0,1.0,1.0,2.0,중학교,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,1.0
2025_50,282.0,22.23438415492715,0.0,0.0,0.0,1.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0
2025_50,282.0,32.3994714507598,0.0,0.0,1.0,2.0,중학교,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,6.0,1.0
2025_50,282.0,32.3994714507598,0.0,0.0,1.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,8.0,1.0
2025_50,282.0,15.218361901011209,0.0,0.0,0.0,1.0,중학교,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0
2025_50,282.0,21.817296293751017,0.0,0.0,0.0,2.0,중학교,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0
2025_50,282.0,15.218361901011209,0.0,9.0,1.0,1.0,중학교,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0
2025_50,282.0,21.817296293751017,0.0,0.0,1.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,6.0,1.0
2025_50,282.0,15.218361901011209,0.0,0.0,1.0,1.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,6.0,1.0
2025_50,282.0,15.218361901011209,0.0,0.0,0.0,1.0,중학교,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,8.0,1.0
2025_50,282.0,21.817296293751017,0.0,0.0,0.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,8.0,1.0
2025_50,282.0,21.817296293751017,0.0,0.0,1.0,2.0,중학교,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0,0.0
2025_50,282.0,21.817296293751017,0.0,0.0,0.0,2.0,중학교,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,2.0,0.0
2025_50,282.0,21.817296293751017,0.0,0.0,1.0,2.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,8.0,1.0
2025_50,282.0,15.218361901011209,0.0,0.0,1.0,1.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0
2025_50,282.0,15.218361901011209,0.0,0.0,0.0,1.0,중학교,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,8.0,1.0
2025_50,282.0,15.218361901011209,0.0,0.0,1.0,1.0,중학교,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,8.0,1.0
2025_50,282.0,15.218361901011209,0.0,0.0,1.0,1.0,중학교,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,5.0,1.0
2025_50,282.0,21.817296293751017,0.0,0.0,1.0,2.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,0.0
2025_50,282.0,15.218361901011209,0.0,0.0,1.0,1.0,중학교,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,8.0,1.0
2025_50,282.0,21.817296293751017,0.0,9.0,1.0,2.0,중학교,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0
2025_50,282.0,21.817296293751017,0.0,0.0,1.0,2.0,중학교,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,4.0,1.0
2025_50,282.0,21.817296293751017,0.0,0.0,1.0,2.0,중학교,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,1.0
2025_50,282.0,15.218361901011209,0.0,0.0,0.0,1.0,중학교,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,1.0
2025_50,282.0,21.817296293751017,0.0,0.0,,2.0,중학교,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,5.0,1.0
2025_50,282.0,15.218361901011209,0.0,0.0,0.0,1.0,중학교,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,8.0,1.0
2025_50,282.0,15.218361901011209,1.0,1.0,1.0,1.0,중학교,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,8.0,1.0
